Small Molecule HMS LINCS ID,Small Molecule Name,Cell Line HMS LINCS ID,Cell Line Name,log10[max. dose (M)],R^2 (goodness of fit),log10[EC50 (M)],log10[IC50 (M)],log10[GI50 (M)],HillSlope,E_inf,E_max,AUC
10223-101-2,AG1478,51095-1,LY2,-3.7773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.9086
10223-101-2,AG1478,51096-1,ZR75B,-3.7773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.7859
10228-102-2,IKK16,50029-1,MCF7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10228-102-2,IKK16,50057-1,SK-BR-3,-4.1759,0.9847,-5.4289,-5.4290,-5.5424,2.2560,0.0000,0.0015,6.5526
10228-102-2,IKK16,50058-1,MDA-MB-231,-4.1759,0.9248,-5.8499,-5.8502,-5.9000,1.4880,0.0000,0.0032,6.0346
10228-102-2,IKK16,50091-1,AU565,-4.1759,0.9735,-5.4849,-5.4852,-5.5837,1.8930,0.0000,0.0033,6.6272
10228-102-2,IKK16,50105-1,BT-20,-4.1759,0.9599,-5.3159,-5.3147,-5.4623,3.4685,0.0046,0.0048,6.9221
10228-102-2,IKK16,50106-1,BT-474,-4.1759,0.9511,-5.2089,-5.2088,-5.3245,2.3910,0.0000,0.0034,7.3222
10228-102-2,IKK16,50107-1,BT-483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10228-102-2,IKK16,50108-1,BT-549,-4.1759,0.9658,-5.4409,-5.4410,-5.4694,3.7510,0.0000,0.0000,6.9820
10228-102-2,IKK16,50131-1,CAMA-1,-4.1759,0.9341,-5.4409,-5.4409,-5.5702,2.7570,0.0000,0.0003,6.4513
10228-102-2,IKK16,50205-1,HCC1143,-4.1759,0.9674,-5.2879,-5.2878,-5.3755,3.4040,0.0000,0.0002,6.9751
10228-102-2,IKK16,50206-1,HCC1395,-4.1759,0.9762,-5.5859,-5.5862,-5.8341,1.6360,0.0000,0.0049,6.5435
10228-102-2,IKK16,50207-1,HCC1419,-4.1759,0.9747,-5.1599,-5.1571,-5.4462,3.4440,0.0102,0.0110,7.1346
10228-102-2,IKK16,50208-1,HCC1428,-4.1759,0.9874,-5.3474,-5.3455,-5.4739,3.7675,0.0077,0.0077,6.6916
10228-102-2,IKK16,50210-1,HCC1569,-4.1759,0.9802,-5.4279,-5.4277,-5.5154,3.0930,0.0000,0.0001,6.4961
10228-102-2,IKK16,50211-1,HCC1806,-4.1759,0.9793,-5.9889,-5.9861,-6.0678,2.3760,0.0069,0.0070,5.6544
10228-102-2,IKK16,50212-1,HCC1937,-4.1759,0.9472,-5.5389,-5.5364,-5.6121,3.9970,0.0095,0.0095,6.9734
10228-102-2,IKK16,50213-1,HCC1954,-4.1759,0.9743,-5.6069,-5.6072,-5.8241,1.9000,0.0000,0.0012,6.4259
10228-102-2,IKK16,50214-1,HCC202,-4.1759,0.9834,-5.0373,-5.0356,-5.2964,3.9990,0.0076,0.0080,7.3388
10228-102-2,IKK16,50216-1,HCC38,-4.1759,0.9833,-5.4059,-5.4061,-5.5002,3.9990,0.0000,0.0000,6.7114
10228-102-2,IKK16,50219-1,HCC70,-4.1759,0.9795,-5.4179,-5.4168,-5.5493,3.3770,0.0037,0.0037,6.6925
10228-102-2,IKK16,50238-1,Hs 578T,-4.1759,0.9645,-5.4909,-5.4893,-5.3629,4.0000,0.0085,0.0085,8.4771
10228-102-2,IKK16,50324-1,MB 157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10228-102-2,IKK16,50327-1,MDA-MB-134-VI,-4.1759,0.9807,-5.1504,-5.1497,-5.2966,3.9985,0.0035,0.0037,7.1872
10228-102-2,IKK16,50328-1,MDA-MB-157,-4.1759,0.9907,-5.5299,-5.5303,-5.7266,2.4950,0.0000,0.0004,6.5296
10228-102-2,IKK16,50329-1,MDA-MB-175-VII,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10228-102-2,IKK16,50331-1,MDA-MB-361,-4.1759,0.9501,-5.2454,-5.2451,-5.3817,3.2585,0.0014,0.0028,7.1927
10228-102-2,IKK16,50333-1,MDA-MB-436,-4.1759,0.9899,-5.4689,-5.4692,-5.5589,2.7430,0.0000,0.0003,6.5174
10228-102-2,IKK16,50334-1,MDA-MB-453,-4.1759,0.9519,-5.4449,-5.4440,-5.5368,2.9670,0.0000,0.0003,6.5842
10228-102-2,IKK16,50335-1,MDA-MB-468,-4.1759,0.9493,-5.7889,-5.7885,-5.9266,1.6330,0.0000,0.0023,5.8074
10228-102-2,IKK16,50541-1,T47D,-4.1759,0.9820,-5.4439,-5.4422,-5.5350,3.9970,0.0073,0.0073,6.6676
10228-102-2,IKK16,50556-1,UACC-812,-4.1759,0.9445,-5.2039,-5.2036,-5.3619,3.9970,0.0000,0.0001,6.6843
10228-102-2,IKK16,50557-1,UACC-893,-4.1759,0.9602,-5.2684,-5.2681,-5.4055,3.2625,0.0000,0.0011,6.9137
10228-102-2,IKK16,50574-1,ZR-75-1,-4.1759,0.9755,-5.2794,-5.2770,-5.4023,3.4865,0.0104,0.0106,6.7040
10228-102-2,IKK16,50576-1,184B5,-4.1759,0.9731,-5.5839,-5.5837,-5.7947,1.9490,0.0000,0.0018,6.7393
10228-102-2,IKK16,50578-1,HCC1187,-4.1759,0.8613,-5.2939,-5.2932,-5.3874,3.5105,0.0024,0.0026,6.5265
10228-102-2,IKK16,50583-1,MCF 10A,-4.1759,0.9773,-5.5359,-5.5357,-5.5732,1.9850,0.0000,0.0020,6.3160
10228-102-2,IKK16,50584-1,MCF 10F,-4.1759,0.9483,-5.2989,-5.2986,-5.4106,3.9980,0.0000,0.0000,7.2766
10228-102-2,IKK16,51081-1,SUM1315MO2,-4.1759,0.9588,-5.5109,-5.5105,-5.7598,2.0980,0.0000,0.0016,6.6625
10228-102-2,IKK16,51082-1,SUM149PT,-4.1759,0.9679,-5.7249,-5.7252,-5.8300,1.8970,0.0000,0.0011,6.4461
10228-102-2,IKK16,51083-1,SUM159PT,-4.1759,0.9378,-5.8909,-5.8905,-5.9012,3.6300,0.0000,0.0000,5.8036
10228-102-2,IKK16,51084-1,SUM185PE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10228-102-2,IKK16,51085-1,SUM225CWN,-4.1759,0.9778,-5.3949,-5.3935,-5.5350,3.4750,0.0054,0.0054,6.7101
10228-102-2,IKK16,51086-1,SUM229PE,-4.1759,0.9805,-5.7029,-5.7033,-6.0260,1.6700,0.0000,0.0028,6.1809
10228-102-2,IKK16,51087-1,SUM52PE,-4.1759,0.8879,-5.7359,-5.7363,-6.0337,1.0600,0.0000,0.0217,5.7310
10228-102-2,IKK16,51088-1,184A1,-4.1759,0.9647,-5.7659,-5.7658,-6.0556,1.2510,0.0000,0.0102,6.4737
10228-102-2,IKK16,51089-1,MCF12A,-4.1759,0.9803,-5.4249,-5.4239,-5.4705,3.6660,0.0056,0.0056,6.6153
10228-102-2,IKK16,51090-1,MX1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10228-102-2,IKK16,51091-1,T47DKBLUC,-4.1759,0.9702,-5.3419,-5.3403,-5.4431,3.9990,0.0068,0.0068,6.6416
10228-102-2,IKK16,51092-1,600MPE,-4.1759,0.9757,-5.2299,-5.2297,-5.3825,3.6970,0.0000,0.0001,6.7279
10228-102-2,IKK16,51093-1,HCC2185,-4.1759,0.9620,-5.1939,-5.1937,-5.3778,2.4340,0.0000,0.0033,7.0880
10228-102-2,IKK16,51094-1,HCC3153,-4.1759,0.9550,-5.3819,-5.3799,-5.5158,4.0000,0.0079,0.0079,6.8383
10228-102-2,IKK16,51095-1,LY2,-4.1759,0.9469,-5.2209,-5.2210,-5.2978,2.4090,0.0000,0.0030,7.3160
10228-102-2,IKK16,51096-1,ZR75B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10230-101-2,Lestaurtinib,50029-1,MCF7,-4.4776,0.9697,-5.6836,-5.6794,-5.8446,2.6860,0.0134,0.0139,6.8273
10230-101-2,Lestaurtinib,50057-1,SK-BR-3,-4.4776,0.9345,-5.4494,-5.4494,-5.9986,0.7525,0.0000,0.1566,6.9315
10230-101-2,Lestaurtinib,50058-1,MDA-MB-231,-4.4776,0.9168,-6.0756,-6.0341,-6.1536,1.1170,0.0507,0.0660,6.3413
10230-101-2,Lestaurtinib,50091-1,AU565,-4.4776,0.9446,-5.8486,-5.8491,-6.1757,0.8318,0.0000,0.0674,6.1936
10230-101-2,Lestaurtinib,50105-1,BT-20,-4.4776,0.9456,-5.2916,-5.2914,-5.5599,1.5200,0.0000,0.0548,6.9871
10230-101-2,Lestaurtinib,50106-1,BT-474,-4.4776,0.9214,-5.6966,-5.6966,-6.6970,0.7403,0.0000,0.1226,6.4193
10230-101-2,Lestaurtinib,50107-1,BT-483,-4.4776,0.8558,-4.7712,-4.6098,-5.9511,0.5614,0.1917,0.5092,7.5934
10230-101-2,Lestaurtinib,50108-1,BT-549,-4.4776,0.9229,-6.1026,-6.1025,-6.2071,0.6460,0.0000,0.0819,6.0665
10230-101-2,Lestaurtinib,50131-1,CAMA-1,-4.4776,0.8685,-5.3860,-5.3862,-5.9355,1.2339,0.0000,0.0977,6.8083
10230-101-2,Lestaurtinib,50205-1,HCC1143,-4.4776,0.9191,-6.1356,-6.1354,-6.5259,0.6055,0.0000,0.0902,5.8695
10230-101-2,Lestaurtinib,50206-1,HCC1395,-4.4776,0.9239,-6.0661,-6.0657,-6.9291,0.5978,0.0000,0.1029,6.0443
10230-101-2,Lestaurtinib,50207-1,HCC1419,-4.4776,0.8499,-5.1819,-5.1820,-6.2045,1.0720,0.0000,0.1495,6.9135
10230-101-2,Lestaurtinib,50208-1,HCC1428,-4.4776,0.9031,-5.4869,-5.4869,-6.4079,0.6133,0.0000,0.1966,6.6989
10230-101-2,Lestaurtinib,50210-1,HCC1569,-4.4776,0.9245,-5.7231,-5.7214,-6.2004,0.8699,0.0018,0.0825,6.8362
10230-101-2,Lestaurtinib,50211-1,HCC1806,-4.4776,0.9867,-6.7396,-6.7272,-6.8390,1.7540,0.0254,0.0255,5.2897
10230-101-2,Lestaurtinib,50212-1,HCC1937,-4.4776,0.9206,-5.7456,-5.7459,-6.2057,0.8884,0.0000,0.0695,6.7655
10230-101-2,Lestaurtinib,50213-1,HCC1954,-4.4776,0.9359,-5.2449,-5.2448,-5.3917,1.9150,0.0000,0.0328,7.0970
10230-101-2,Lestaurtinib,50214-1,HCC202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10230-101-2,Lestaurtinib,50216-1,HCC38,-4.4776,0.9876,-7.1366,-7.1218,-7.2491,1.9080,0.0305,0.0305,4.7421
10230-101-2,Lestaurtinib,50219-1,HCC70,-4.4776,0.9573,-6.2706,-6.2395,-6.7110,0.9077,0.0350,0.0685,6.0920
10230-101-2,Lestaurtinib,50238-1,Hs 578T,-4.4776,0.9723,-5.8196,-5.8201,-6.0004,0.9173,0.0000,0.0554,6.6494
10230-101-2,Lestaurtinib,50324-1,MB 157,-4.4776,0.9869,-5.8896,-5.8833,-6.0548,1.1310,0.0086,0.0331,6.5560
10230-101-2,Lestaurtinib,50327-1,MDA-MB-134-VI,-4.4776,0.9433,-5.5687,-5.5685,-6.4747,0.5912,0.0000,0.1881,6.7286
10230-101-2,Lestaurtinib,50328-1,MDA-MB-157,-4.4776,0.9434,-6.2476,-6.1515,-6.4829,1.1360,0.1115,0.1201,6.4404
10230-101-2,Lestaurtinib,50329-1,MDA-MB-175-VII,-4.4776,0.7465,-6.0516,-5.1586,-6.3133,2.4785,0.4079,0.4115,7.0386
10230-101-2,Lestaurtinib,50331-1,MDA-MB-361,-4.4776,0.9520,-5.7011,-5.7009,-6.3335,1.1589,0.0000,0.0548,6.8121
10230-101-2,Lestaurtinib,50333-1,MDA-MB-436,-4.4776,0.9325,-5.6516,-5.5581,-5.9136,1.2990,0.1215,0.1470,7.2830
10230-101-2,Lestaurtinib,50334-1,MDA-MB-453,-4.4776,0.9758,-5.8596,-5.8463,-6.2015,1.1420,0.0175,0.0428,6.6264
10230-101-2,Lestaurtinib,50335-1,MDA-MB-468,-4.4776,0.9369,-6.1616,-6.1614,-6.4138,0.6748,0.0000,0.0681,5.9735
10230-101-2,Lestaurtinib,50541-1,T47D,-4.4776,0.9420,-5.1838,-5.1117,-5.2759,1.9240,0.1366,0.1728,7.5982
10230-101-2,Lestaurtinib,50556-1,UACC-812,-4.4776,0.9075,-5.5307,-5.5307,-6.1955,0.9419,0.0000,0.0945,6.7829
10230-101-2,Lestaurtinib,50557-1,UACC-893,-4.4776,0.9446,-5.3436,-5.3437,-5.7235,2.2240,0.0000,0.0117,7.4229
10230-101-2,Lestaurtinib,50574-1,ZR-75-1,-4.4776,0.8071,-4.9951,-4.9951,-5.8634,0.5333,0.0000,0.3460,7.1442
10230-101-2,Lestaurtinib,50576-1,184B5,-4.4776,0.9783,-6.2066,-6.2065,-6.5206,0.9772,0.0000,0.0200,5.8920
10230-101-2,Lestaurtinib,50578-1,HCC1187,-4.4776,0.8869,-5.6306,-5.6305,-6.0003,0.6822,0.0000,0.1405,6.9718
10230-101-2,Lestaurtinib,50583-1,MCF 10A,-4.4776,0.9399,-6.2046,-6.2048,-6.3193,0.6804,0.0000,0.0626,5.7908
10230-101-2,Lestaurtinib,50584-1,MCF 10F,-4.4776,0.9504,-5.5926,-5.5832,-5.7297,2.0180,0.0215,0.0270,7.2322
10230-101-2,Lestaurtinib,51081-1,SUM1315MO2,-4.4776,0.9683,-6.5221,-6.4887,-7.3929,0.6128,0.0254,0.0834,5.6607
10230-101-2,Lestaurtinib,51082-1,SUM149PT,-4.4776,0.9550,-6.8931,-6.8846,-7.1684,0.6260,0.0073,0.0415,5.0130
10230-101-2,Lestaurtinib,51083-1,SUM159PT,-4.4776,0.9799,-6.5166,-6.5161,-6.5758,0.7671,0.0000,0.0266,5.5336
10230-101-2,Lestaurtinib,51084-1,SUM185PE,-4.4776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.3488
10230-101-2,Lestaurtinib,51085-1,SUM225CWN,-4.4776,0.8898,-5.6786,-5.6184,-5.9222,1.7320,0.1060,0.1134,7.0974
10230-101-2,Lestaurtinib,51086-1,SUM229PE,-4.4776,0.9601,-6.2976,-6.2613,-6.5191,0.8295,0.0334,0.0624,5.9275
10230-101-2,Lestaurtinib,51087-1,SUM52PE,-4.4776,0.9192,-6.3101,-6.3103,-6.8649,0.6294,0.0000,0.0660,6.0140
10230-101-2,Lestaurtinib,51088-1,184A1,-4.4776,0.9746,-5.7546,-5.7450,-5.8574,3.0920,0.0330,0.0331,6.9231
10230-101-2,Lestaurtinib,51089-1,MCF12A,-4.4776,0.9803,-6.1666,-6.1179,-6.3652,1.1828,0.0685,0.0823,6.3816
10230-101-2,Lestaurtinib,51090-1,MX1,-4.4776,0.9736,-6.2076,-6.2079,-7.1979,0.6497,0.0000,0.0699,5.8424
10230-101-2,Lestaurtinib,51091-1,T47DKBLUC,-4.4776,0.9327,-5.0828,-5.0505,-5.1569,3.9990,0.1286,0.1319,8.1393
10230-101-2,Lestaurtinib,51092-1,600MPE,-4.4776,0.9734,-5.5616,-5.5598,-5.8072,2.0020,0.0049,0.0116,6.8066
10230-101-2,Lestaurtinib,51093-1,HCC2185,-4.4776,0.9600,-5.2660,-5.2455,-5.5452,2.7830,0.0650,0.0764,7.4902
10230-101-2,Lestaurtinib,51094-1,HCC3153,-4.4776,0.9641,-5.0378,-5.0377,-5.0761,3.1000,0.0000,0.0180,7.4987
10230-101-2,Lestaurtinib,51095-1,LY2,-4.4776,0.9127,-6.4666,-6.4665,-6.8332,1.0570,0.0000,0.0078,5.5216
10230-101-2,Lestaurtinib,51096-1,ZR75B,-4.4776,0.9049,-5.9136,-5.9140,-6.3840,0.5126,0.0000,0.1551,6.1094
10235-101-2,Everolimus,50029-1,MCF7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10235-101-2,Everolimus,50057-1,SK-BR-3,-4.1759,0.7413,-5.3239,-5.3235,-6.7240,0.3266,0.0001,0.2967,6.5953
10235-101-2,Everolimus,50058-1,MDA-MB-231,-4.1759,0.8122,-4.3634,-4.3634,-4.2563,3.9980,0.0000,0.1511,8.1620
10235-101-2,Everolimus,50091-1,AU565,-4.1759,0.8377,-5.6639,-5.6636,NaN,0.3874,0.0000,0.2096,6.1953
10235-101-2,Everolimus,50105-1,BT-20,-4.1759,0.7773,-4.5897,-4.5897,-5.6990,0.3399,0.0000,0.4197,7.2795
10235-101-2,Everolimus,50106-1,BT-474,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6574
10235-101-2,Everolimus,50107-1,BT-483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10235-101-2,Everolimus,50108-1,BT-549,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0862
10235-101-2,Everolimus,50131-1,CAMA-1,-4.1759,0.9264,-7.7079,-7.4026,-8.1267,0.6537,0.1842,0.1882,4.5374
10235-101-2,Everolimus,50205-1,HCC1143,-4.1759,0.7354,-5.4069,-5.4069,NaN,0.3199,0.0000,0.2877,6.1721
10235-101-2,Everolimus,50206-1,HCC1395,-4.1759,0.7702,-4.6669,-4.6668,-5.0727,1.3080,0.0000,0.1856,7.6119
10235-101-2,Everolimus,50207-1,HCC1419,-4.1759,0.7527,-6.7369,-4.1759,-8.4570,0.2890,0.4251,0.5136,6.5850
10235-101-2,Everolimus,50208-1,HCC1428,-4.1759,0.7496,-4.9143,-4.9144,-5.6969,0.5917,0.0000,0.2677,6.8292
10235-101-2,Everolimus,50210-1,HCC1569,-4.1759,0.7149,-5.1081,-5.1083,NaN,0.2613,0.0000,0.3629,6.2645
10235-101-2,Everolimus,50211-1,HCC1806,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.5682
10235-101-2,Everolimus,50212-1,HCC1937,-4.1759,0.7542,-5.0356,-5.0357,-5.8701,0.4065,0.0000,0.3090,6.8342
10235-101-2,Everolimus,50213-1,HCC1954,-4.1759,0.7598,-5.5729,-5.5725,NaN,0.3455,0.0000,0.2477,6.1955
10235-101-2,Everolimus,50214-1,HCC202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10235-101-2,Everolimus,50216-1,HCC38,-4.1759,0.8327,-5.5579,-5.5579,NaN,0.3424,0.0000,0.2517,6.1306
10235-101-2,Everolimus,50219-1,HCC70,-4.1759,0.8194,-5.7659,-5.7658,NaN,0.3055,0.0000,0.2464,5.7929
10235-101-2,Everolimus,50238-1,Hs 578T,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10235-101-2,Everolimus,50324-1,MB 157,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0428
10235-101-2,Everolimus,50327-1,MDA-MB-134-VI,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.5446
10235-101-2,Everolimus,50328-1,MDA-MB-157,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.3683
10235-101-2,Everolimus,50329-1,MDA-MB-175-VII,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2089
10235-101-2,Everolimus,50331-1,MDA-MB-361,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.3860
10235-101-2,Everolimus,50333-1,MDA-MB-436,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.8842
10235-101-2,Everolimus,50334-1,MDA-MB-453,-4.1759,0.8445,-7.5369,-7.2603,-7.6163,1.6050,0.3202,0.3202,5.3501
10235-101-2,Everolimus,50335-1,MDA-MB-468,-4.1759,0.7951,-5.6979,-5.6978,NaN,0.2955,0.0000,0.2620,5.8209
10235-101-2,Everolimus,50541-1,T47D,-4.1759,0.7877,-5.3099,-5.3094,-5.7291,0.4016,0.0000,0.2596,6.5268
10235-101-2,Everolimus,50556-1,UACC-812,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8964
10235-101-2,Everolimus,50557-1,UACC-893,-4.1759,0.7818,-4.6489,-4.6489,NaN,0.3277,0.0000,0.4117,7.0389
10235-101-2,Everolimus,50574-1,ZR-75-1,-4.1759,0.9051,-7.5059,-4.1769,-7.5788,0.5665,0.4935,0.5000,6.3481
10235-101-2,Everolimus,50576-1,184B5,-4.1759,0.7009,-5.0564,-5.0563,NaN,0.2937,0.0000,0.3554,6.4059
10235-101-2,Everolimus,50578-1,HCC1187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10235-101-2,Everolimus,50583-1,MCF 10A,-4.1759,0.8867,-5.7599,-5.7598,NaN,0.3746,0.0000,0.2032,5.9668
10235-101-2,Everolimus,50584-1,MCF 10F,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7201
10235-101-2,Everolimus,51081-1,SUM1315MO2,-4.1759,0.7626,-5.0016,-5.0015,-5.8879,0.5348,0.0000,0.2657,6.7223
10235-101-2,Everolimus,51082-1,SUM149PT,-4.1759,0.8074,-5.2949,-5.2951,-5.4567,0.4086,0.0000,0.2586,6.3509
10235-101-2,Everolimus,51083-1,SUM159PT,-4.1759,0.7663,-6.0829,-6.0828,-6.1150,0.3537,0.0000,0.1747,5.7868
10235-101-2,Everolimus,51084-1,SUM185PE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10235-101-2,Everolimus,51085-1,SUM225CWN,-4.1759,0.7658,-6.2099,-6.2102,NaN,0.2714,0.0000,0.2190,5.2607
10235-101-2,Everolimus,51086-1,SUM229PE,-4.1759,0.8394,-4.6928,-4.6927,-4.8947,2.3770,0.0000,0.0558,7.0898
10235-101-2,Everolimus,51087-1,SUM52PE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10235-101-2,Everolimus,51089-1,MCF12A,-4.1759,0.8100,-4.9545,-4.9545,-5.1396,0.6839,0.0000,0.2269,6.8060
10235-101-2,Everolimus,51090-1,MX1,-4.1759,0.7869,-4.7680,-4.7680,-5.6712,1.2180,0.0000,0.1597,7.3734
10235-101-2,Everolimus,51091-1,T47DKBLUC,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2643
10235-101-2,Everolimus,51092-1,600MPE,-4.1759,0.7026,-3.6713,-4.1759,-4.6930,0.5121,0.0000,0.6445,8.2411
10235-101-2,Everolimus,51093-1,HCC2185,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.2950
10235-101-2,Everolimus,51094-1,HCC3153,-4.1759,0.8060,-4.6739,-4.6739,-5.0555,2.2370,0.0000,0.0714,7.2883
10235-101-2,Everolimus,51095-1,LY2,-4.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.8688
10235-101-2,Everolimus,51096-1,ZR75B,-4.1759,0.8889,-6.1339,-6.1345,-6.8548,0.3386,0.0000,0.1784,5.5339
10236-101-1,17-AAG,50029-1,MCF7,-4.0000,0.8873,-6.0400,-5.5267,-6.2554,0.6306,0.2628,0.2990,6.5267
10236-101-1,17-AAG,50057-1,SK-BR-3,-4.0000,0.8661,-7.1800,-6.4291,-7.4935,0.5343,0.2889,0.2896,5.6780
10236-101-1,17-AAG,50058-1,MDA-MB-231,-4.0000,0.9725,-5.8330,-5.7006,-5.8232,1.9490,0.1923,0.1925,6.3898
10236-101-1,17-AAG,50091-1,AU565,-4.0000,0.8220,-6.4130,-6.2516,-7.0894,0.6432,0.1231,0.2127,5.6376
10236-101-1,17-AAG,50105-1,BT-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10236-101-1,17-AAG,50106-1,BT-474,-4.0000,0.9618,-7.4900,-7.3357,-7.8068,1.8840,0.2443,0.2443,5.7024
10236-101-1,17-AAG,50107-1,BT-483,-4.0000,0.8911,-5.0552,-5.0552,-6.6573,0.5425,0.0000,0.2126,6.8792
10236-101-1,17-AAG,50108-1,BT-549,-4.0000,0.9841,-7.5275,-7.5014,-7.5490,3.9985,0.0952,0.0952,4.0970
10236-101-1,17-AAG,50131-1,CAMA-1,-4.0000,0.9115,-6.1150,-5.5666,-6.6202,0.5996,0.2504,0.2945,6.4789
10236-101-1,17-AAG,50205-1,HCC1143,-4.0000,0.9195,-6.9035,-6.7919,-6.9496,3.9990,0.3182,0.3182,5.9113
10236-101-1,17-AAG,50206-1,HCC1395,-4.0000,0.8972,-5.9790,-5.7146,-6.7611,0.5356,0.1172,0.1989,6.3873
10236-101-1,17-AAG,50207-1,HCC1419,-4.0000,0.9222,-6.7240,-6.4874,-7.5167,0.9458,0.1718,0.1854,5.6387
10236-101-1,17-AAG,50208-1,HCC1428,-4.0000,0.8383,-6.1110,-6.1114,-7.7390,0.3469,0.0000,0.1562,5.4574
10236-101-1,17-AAG,50210-1,HCC1569,-4.0000,0.9600,-6.7970,-6.6593,-6.8748,2.5205,0.2149,0.2154,5.4975
10236-101-1,17-AAG,50211-1,HCC1806,-4.0000,0.9833,-7.0180,-6.9621,-7.0904,2.5740,0.1416,0.1416,4.9223
10236-101-1,17-AAG,50212-1,HCC1937,-4.0000,0.9736,-6.9450,-6.8969,-6.9901,3.9990,0.1822,0.1822,5.2613
10236-101-1,17-AAG,50213-1,HCC1954,-4.0000,0.9123,-7.4570,-7.2736,-7.5312,2.1480,0.1899,0.1899,4.6514
10236-101-1,17-AAG,50214-1,HCC202,-4.0000,0.8793,-6.3950,-6.1120,-7.8220,0.4610,0.1621,0.2232,5.7129
10236-101-1,17-AAG,50216-1,HCC38,-4.0000,0.9507,-7.0200,-6.8296,-7.2836,1.4475,0.2327,0.2334,5.4493
10236-101-1,17-AAG,50219-1,HCC70,-4.0000,0.9574,-6.3990,-6.2152,-6.6518,1.4880,0.1835,0.1884,6.0999
10236-101-1,17-AAG,50238-1,Hs 578T,-4.0000,0.9740,-6.9270,-6.8681,-7.0130,2.5315,0.1496,0.1496,5.0655
10236-101-1,17-AAG,50324-1,MB 157,-4.0000,0.9577,-6.4890,-6.2742,-6.8824,1.6810,0.2822,0.2823,6.1554
10236-101-1,17-AAG,50327-1,MDA-MB-134-VI,-4.0000,0.9871,-7.1850,-7.1306,-7.3874,2.5250,0.1285,0.1285,4.6601
10236-101-1,17-AAG,50328-1,MDA-MB-157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10236-101-1,17-AAG,50329-1,MDA-MB-175-VII,-4.0000,0.9160,-7.2050,-6.9902,-7.5040,1.7460,0.2454,0.2454,5.3651
10236-101-1,17-AAG,50331-1,MDA-MB-361,-4.0000,0.9853,-7.1865,-7.1428,-7.2781,3.9990,0.1527,0.1527,4.8491
10236-101-1,17-AAG,50333-1,MDA-MB-436,-4.0000,0.7863,-5.1445,-5.1444,-6.2076,0.4534,0.0000,0.2328,6.7347
10236-101-1,17-AAG,50334-1,MDA-MB-453,-4.0000,0.9623,-7.3180,-7.2574,-7.4074,3.1290,0.1702,0.1702,4.6811
10236-101-1,17-AAG,50335-1,MDA-MB-468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10236-101-1,17-AAG,50541-1,T47D,-4.0000,0.9673,-5.9600,-5.5842,-6.0116,1.3960,0.3505,0.3517,6.8051
10236-101-1,17-AAG,50556-1,UACC-812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10236-101-1,17-AAG,50557-1,UACC-893,-4.0000,0.8927,-7.1970,-7.1266,-7.3685,2.6970,0.1775,0.1775,4.8815
10236-101-1,17-AAG,50574-1,ZR-75-1,-4.0000,0.9417,-6.8275,-6.6116,-6.8577,3.3130,0.3959,0.3959,6.4398
